Smiles,Molecule ChEMBL ID,pChEMBL Value,Molecular Weight,AlogP,#RO5 Violations,Document Year,Source Description,Time_hr,Source_Type,Journal
Br.CCOC(=O)C(C(=O)N/N=C/c1ccc([N+](=O)[O-])cc1)[n+]1ccc2ccccc2c1,CHEMBL5434514,7.698970004336019,488.32,2.29,0.0,2022,Scientific Literature,,Article,Bioorg Med Chem
Br.CCOc1ccc(-c2n[nH]cc2C2=NCCN2)cc1,CHEMBL4465934,1.229999999967245,337.22,1.83,0.0,2019,Scientific Literature,,Article,Bioorg Med Chem
Br.COc1ccc(C2=NCCN2)cc1Cn1ccnc1C,CHEMBL4552404,1.229999999967245,351.25,1.6,0.0,2019,Scientific Literature,,Patent,
Br.c1ccc(-n2cc(C3=NCCN3)c(-c3cccs3)n2)cc1,CHEMBL4517523,4.735182176990463,375.3,2.95,0.0,2019,Scientific Literature,,Patent,
Brc1ccc(-c2cc3ccccc3o2)cc1,CHEMBL4290868,6.468521082957745,273.13,4.86,0.0,2017,Scientific Literature,,Patent,
Brc1ccc(-c2csc(N/N=C/c3ccc(N4CCCC4)cc3)n2)cc1,CHEMBL4171393,1.229999999967245,427.37,5.62,1.0,2018,Scientific Literature,,Article,Bioorg Med Chem
Brc1ccc(-c2csc(N/N=C/c3ccc(N4CCOCC4)cc3)n2)cc1,CHEMBL4176309,1.229999999967245,443.37,4.86,0.0,2018,Scientific Literature,,Article,Bioorg Med Chem
Brc1ccc(-c2nc3ccc(N4CCCCC4)nc3o2)cc1,CHEMBL3943071,7.017728766960431,358.24,4.64,0.0,2016,BindingDB Patent Bioactivity Data,,Article,Bioorg Med Chem
Brc1ccc(COc2cccc(Br)c2)cc1,CHEMBL4167140,6.455931955649724,342.03,4.79,0.0,2017,Scientific Literature,,Article,Bioorg Med Chem
Brc1ccc(OCCOc2ccc3c(c2)OCCO3)cc1,CHEMBL3402202,6.026410376572743,351.2,3.68,0.0,2015,Scientific Literature,,Article,Bioorg Med Chem
Brc1ccc(OCCOc2ccc3c(c2)OCO3)cc1,CHEMBL3402194,5.150580586203101,337.17,3.64,0.0,2015,Scientific Literature,,Article,Bioorg Med Chem
Brc1ccc([C@H]2C[C@@H]2NC2CCOCC2)cc1,CHEMBL5989800,4.728390698621168,296.21,3.07,0.0,2016,BindingDB Patent Bioactivity Data,,Article,Bioorg Med Chem
Brc1ccc2c(c1)nn1cc(Br)cnc21,CHEMBL4754874,1.229999999967245,326.98,3.41,0.0,2021,Scientific Literature,,Article,Bioorg Med Chem
Brc1ccc2nn3cc(Br)cnc3c2c1,CHEMBL4750851,1.229999999967245,326.98,3.41,0.0,2021,Scientific Literature,,Article,Bioorg Med Chem
Brc1cccc(-c2cc3ccccc3o2)c1,CHEMBL4280234,5.931814138253839,273.13,4.86,0.0,2017,Scientific Literature,,Article,Eur J Med Chem
Brc1cccc(/C=N/Nc2nc3ccccc3nc2Cc2ccccc2)c1,CHEMBL1258275,4.318758762624412,417.31,5.43,1.0,2010,Scientific Literature,,Article,Eur J Med Chem
Brc1cccc(CN[C@H]2CC2c2ccccc2)n1,CHEMBL3651107,5.273272790973428,303.2,3.49,0.0,2015,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
Brc1cccc(COc2ccc3c(c2)OCCO3)c1,CHEMBL3402197,7.346787486224656,321.17,3.8,0.0,2015,Scientific Literature,,Article,Eur J Med Chem
Brc1cccc(COc2ccc3c(c2)OCO3)c1,CHEMBL3402190,6.785156151952302,307.14,3.76,0.0,2015,Scientific Literature,,Article,Eur J Med Chem
Brc1cccc(COc2cccc(Br)c2)c1,CHEMBL4159892,6.119186407719209,342.03,4.79,0.0,2017,Scientific Literature,,Article,Eur J Med Chem
Brc1cccc(Cn2ccc3c(N[C@H]4CCNC4)nc4ccccc4c32)c1.Cl,CHEMBL5417937,6.890016705180107,457.8,4.77,0.0,2023,Scientific Literature,,,
Brc1cccc(OCc2ccccc2)c1,CHEMBL4176929,5.5638373529592435,263.13,4.03,0.0,2017,Scientific Literature,,Article,J Med Chem
Brc1ccccc1-c1cc2ccccc2o1,CHEMBL4282579,5.94692155651658,273.13,4.86,0.0,2017,Scientific Literature,,Patent,
Brc1cnc2c3ccccc3nn2c1,CHEMBL4783558,1.229999999967245,248.08,2.65,0.0,2021,Scientific Literature,,Patent,
Brc1cnc2c3cccnc3nn2c1,CHEMBL4748333,1.229999999967245,249.07,2.04,0.0,2021,Scientific Literature,,Article,Bioorg Med Chem Lett
Brc1cnc2c3ncccc3nn2c1,CHEMBL4746018,1.229999999967245,249.07,2.04,0.0,2021,Scientific Literature,,Article,Bioorg Med Chem Lett
Brc1cnc2c3nccnc3nn2c1,CHEMBL4796620,1.229999999967245,250.06,1.43,0.0,2021,Scientific Literature,,Article,J Med Chem
C#CC(C)N(C)[C@H](C)Cc1ccccc1,CHEMBL5170163,8.176525770829699,201.31,2.57,0.0,2021,Scientific Literature,,Article,Bioorg Med Chem Lett
C#CCCCCOc1ccc2c(C)cc(=O)oc2c1,CHEMBL3121791,9.113509274827518,256.3,3.28,0.0,2014,Scientific Literature,,Article,J Med Chem
C#CCCCCOc1ccc2c(c1)NC(=O)CC2,CHEMBL3121773,7.279014255846261,243.31,2.75,0.0,2014,Scientific Literature,,Patent,
C#CCCCCOc1ccc2cc(-c3ccc(OC)cc3)c(=O)oc2c1,CHEMBL3121792,8.528708288941061,348.4,4.65,0.0,2014,Scientific Literature,,Patent,
C#CCCCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,CHEMBL3121784,8.85078088734462,300.31,2.76,0.0,2014,Scientific Literature,,Patent,
C#CCCCCOc1ccc2cc(C(=O)c3ccc(OC)cc3)c(=O)oc2c1,CHEMBL3121786,7.1732774798310075,376.41,4.21,0.0,2014,Scientific Literature,,Patent,
C#CCCCCOc1ccc2cc(NC(C)=O)c(=O)oc2c1,CHEMBL3121788,7.379863945026242,299.33,2.93,0.0,2014,Scientific Literature,,Patent,
C#CCCCCOc1ccc2ccc(=O)oc2c1,CHEMBL3121790,8.581698708680255,242.27,2.98,0.0,2014,Scientific Literature,,Article,Bioorg Med Chem Lett
C#CCCCCOc1ccc2oc(=O)c(C(=O)OC)cc2c1,CHEMBL3121785,6.910094888560602,300.31,2.76,0.0,2014,Scientific Literature,,Patent,
C#CCCCCOc1ccc2oc(=O)c(C(=O)c3ccc(OC)cc3)cc2c1,CHEMBL3121787,1.229999999967245,376.41,4.21,0.0,2014,Scientific Literature,,Patent,
C#CCCCCOc1ccc2oc(=O)c(NC(C)=O)cc2c1,CHEMBL3121789,7.607303046740334,299.33,2.93,0.0,2014,Scientific Literature,,Patent,
C#CCCCOc1ccc2c(C)cc(=O)oc2c1,CHEMBL3121783,7.739928612014925,242.27,2.89,0.0,2014,Scientific Literature,,Patent,
C#CCCCOc1ccc2cc(C(=O)N3CCN(C(=O)OC(C)(C)C)CC3)c(=O)oc2c1,CHEMBL3121780,5.0,440.5,3.28,0.0,2014,Scientific Literature,,Patent,
C#CCCCOc1ccc2cc(C(=O)Nc3ccc(F)cc3)c(=O)oc2c1,CHEMBL3121779,1.229999999967245,365.36,3.98,0.0,2014,Scientific Literature,,Patent,
C#CCCCOc1ccc2cc(C(=O)O)c(=O)oc2c1,CHEMBL3121778,1.229999999967245,272.26,2.28,0.0,2014,Scientific Literature,,Patent,
C#CCCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,CHEMBL3121775,7.084072788302884,286.28,2.37,0.0,2014,Scientific Literature,,Patent,
C#CCCCOc1ccc2cc(C(=O)c3ccc(OC)cc3)c(=O)oc2c1,CHEMBL3121777,6.2716462179787715,362.38,3.82,0.0,2014,Scientific Literature,,Patent,
C#CCCCOc1ccc2cc(NC(C)=O)c(=O)oc2c1,CHEMBL3121781,7.360513510731414,285.3,2.54,0.0,2014,Scientific Literature,,Patent,
C#CCCCOc1ccc2ccc(=O)oc2c1,CHEMBL3121782,7.037157318798758,228.25,2.59,0.0,2014,Scientific Literature,,Patent,
C#CCCCOc1ccc2oc(=O)c(C(=O)OC)cc2c1,CHEMBL3120181,5.841637507904751,286.28,2.37,0.0,2014,Scientific Literature,,Patent,
C#CCCCOc1cccc2cc(C(=O)OC)c(=O)oc12,CHEMBL3121776,1.229999999967245,286.28,2.37,0.0,2014,Scientific Literature,,Patent,
C#CCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,CHEMBL3121774,6.58838029403677,272.26,1.98,0.0,2014,Scientific Literature,,Patent,
C#CCN(C)C(=O)[C@H](C)NCc1ccc(OCc2cccc(F)c2)cc1,CHEMBL4778977,1.229999999967245,354.43,2.97,0.0,2020,Scientific Literature,,Article,Eur J Med Chem
C#CCN(C)C(C)Cc1cccc(OC(=O)N(C)CC)c1,CHEMBL147527,7.0,288.39,2.63,0.0,2022,Scientific Literature,,Article,J Med Chem
C#CCN(C)C(C)Cc1cccc(OC(=O)N(C)CCCCCC)c1,CHEMBL356385,5.823908740944319,344.5,4.19,0.0,2008,Scientific Literature,,Article,J Med Chem
C#CCN(C)C(C)Cc1ccccc1,CHEMBL8663,7.665875521177235,187.29,2.18,0.0,2024,Scientific Literature,,Article,J Med Chem
C#CCN(C)C1=C(Cl)C(=O)c2ccccc2C1=O,CHEMBL4862113,6.853871964321762,259.69,2.08,0.0,2021,Scientific Literature,,Article,J Med Chem
C#CCN(C)C1=CC(=O)c2ccccc2C1=O,CHEMBL4858292,5.064492734175287,225.25,1.51,0.0,2021,Scientific Literature,,Article,J Med Chem
C#CCN(C)C1CCc2c(OC(=O)N(C)CC)cccc21,CHEMBL1190983,7.568636235841013,286.38,2.69,0.0,2022,Scientific Literature,,Article,J Med Chem
C#CCN(C)C1CCc2cccc(OC(=O)N(C)C)c21,CHEMBL1193856,6.481486060122113,272.35,2.3,0.0,2022,Scientific Literature,,Article,J Med Chem
C#CCN(C)CC(=C)CCc1ccccc1.O=C(O)C(=O)O,CHEMBL3415788,7.4089353929735005,303.36,2.74,0.0,2015,Scientific Literature,,Patent,
C#CCN(C)CC(=C)Cc1ccc(F)c(F)c1.O=C(O)C(=O)O,CHEMBL3415789,6.886056647693163,325.31,2.63,0.0,2015,Scientific Literature,,Patent,
C#CCN(C)CC(=C)c1ccc(Br)cc1.Cl,CHEMBL3415795,7.221848749616356,300.63,3.03,0.0,2015,Scientific Literature,,Article,J Med Chem
C#CCN(C)CC(=C)c1ccc(C)c(C)c1.O=C(O)C(=O)O,CHEMBL3415815,7.040958607678906,303.36,2.88,0.0,2015,Scientific Literature,,,
C#CCN(C)CC(=C)c1ccc(CNc2ccccc2)cc1.O=C(O)C(=O)O,CHEMBL3415616,6.070581074285707,380.44,3.88,0.0,2015,Scientific Literature,,Article,Eur J Med Chem
C#CCN(C)CC(=C)c1ccc(COc2ccccc2)cc1.O=C(O)C(=O)O,CHEMBL3415614,6.2076083105017466,381.43,3.84,0.0,2015,Scientific Literature,,Article,Eur J Med Chem
C#CCN(C)CC(=C)c1ccc(Cl)c(C)c1.O=C(O)C(=O)O,CHEMBL3415819,7.0,323.78,3.23,0.0,2015,Scientific Literature,,Article,Eur J Med Chem
C#CCN(C)CC(=C)c1ccc(Cl)c(Cl)c1.O=C(O)C(=O)O,CHEMBL3415817,7.214670164989233,344.19,3.57,0.0,2015,Scientific Literature,,Article,Eur J Med Chem
C#CCN(C)CC(=C)c1ccc(Cl)cc1.O=C(O)C(=O)O,CHEMBL3415793,6.920818753952375,309.75,2.92,0.0,2015,Scientific Literature,,Article,Eur J Med Chem
C#CCN(C)CC(=C)c1ccc(F)c(C)c1.O=C(O)C(=O)O,CHEMBL3415818,6.638272163982407,307.32,2.71,0.0,2015,Scientific Literature,,Article,Eur J Med Chem
C#CCN(C)CC(=C)c1ccc(F)c(Cl)c1.O=C(O)C(=O)O,CHEMBL3415820,7.585026652029182,327.74,3.06,0.0,2015,Scientific Literature,,Article,J Med Chem
C#CCN(C)CC(=C)c1ccc(F)c(F)c1.O=C(O)C(=O)O,CHEMBL3415816,5.508638306165727,311.28,2.54,0.0,2015,Scientific Literature,,Article,J Med Chem
C#CCN(C)CC(=C)c1ccc(F)cc1.Cl,CHEMBL3415798,6.552841968657781,239.72,2.4,0.0,2015,Scientific Literature,,Patent,
C#CCN(C)CC(=C)c1ccc(OC)cc1.Cl,CHEMBL3415801,7.251811972993799,251.76,2.27,0.0,2015,Scientific Literature,,Article,Bioorg Med Chem Lett
C#CCN(C)CC(=C)c1cccc(CNc2ccccc2)c1.O=C(O)C(=O)O,CHEMBL3415615,5.853871964321762,380.44,3.88,0.0,2015,Scientific Literature,,Article,Bioorg Med Chem
C#CCN(C)CC(=C)c1cccc(COc2ccc(F)cc2)c1.O=C(O)C(=O)O,CHEMBL3415783,8.259637310505756,399.42,3.98,0.0,2015,Scientific Literature,,Article,Eur J Med Chem
C#CCN(C)CC(=C)c1cccc(COc2ccc(OC)cc2)c1.O=C(O)C(=O)O,CHEMBL3415785,6.356547323513812,411.45,3.85,0.0,2015,Scientific Literature,,Article,Eur J Med Chem
C#CCN(C)CC(=C)c1cccc(COc2cccc(F)c2)c1.O=C(O)C(=O)O,CHEMBL3415782,7.1487416512809245,399.42,3.98,0.0,2015,Scientific Literature,,Article,J Med Chem
C#CCN(C)CC(=C)c1cccc(COc2cccc(OC)c2)c1.O=C(O)C(=O)O,CHEMBL3415784,6.455931955649724,411.45,3.85,0.0,2015,Scientific Literature,,Article,J Med Chem
C#CCN(C)CC(=C)c1cccc(COc2ccccc2)c1.O=C(O)C(=O)O,CHEMBL3415613,6.3979400086720375,381.43,3.84,0.0,2015,Scientific Literature,,Article,J Med Chem
C#CCN(C)CC(=C)c1cccc(Cl)c1.O=C(O)C(=O)O,CHEMBL3415792,7.080921907623926,309.75,2.92,0.0,2015,Scientific Literature,,Article,J Med Chem
C#CCN(C)CC(=C)c1cccc(F)c1.O=C(O)C(=O)O,CHEMBL3415797,6.795880017344075,293.29,2.4,0.0,2015,Scientific Literature,,Article,J Med Chem
C#CCN(C)CC(=C)c1cccc(OC)c1.O=C(O)C(=O)O,CHEMBL3415800,6.698970004336019,305.33,2.27,0.0,2015,Scientific Literature,,Article,J Med Chem
C#CCN(C)CC(=C)c1cccc(OCc2ccc(F)cc2)c1.O=C(O)C(=O)O,CHEMBL3415779,7.200659450546418,399.42,3.98,0.0,2015,Scientific Literature,,Article,J Med Chem
C#CCN(C)CC(=C)c1cccc(OCc2ccc(OC)cc2)c1.O=C(O)C(=O)O,CHEMBL3415781,5.6020599913279625,411.45,3.85,0.0,2015,Scientific Literature,,Article,Bioorg Med Chem Lett
C#CCN(C)CC(=C)c1cccc(OCc2cccc(F)c2)c1.O=C(O)C(=O)O,CHEMBL3415617,5.920818753952375,399.42,3.98,0.0,2015,Scientific Literature,,Article,J Med Chem
C#CCN(C)CC(=C)c1cccc(OCc2cccc(OC)c2)c1.O=C(O)C(=O)O,CHEMBL3415780,6.229147988357855,411.45,3.85,0.0,2015,Scientific Literature,,Patent,
C#CCN(C)CC(=C)c1cccc(OCc2ccccc2)c1.O=C(O)C(=O)O,CHEMBL3415802,5.6777807052660805,381.43,3.84,0.0,2015,Scientific Literature,,Patent,
C#CCN(C)CC(=C)c1ccccc1.Cl,CHEMBL3415810,5.455931955649724,221.73,2.26,0.0,2015,Scientific Literature,,Patent,
C#CCN(C)CC(=C)c1cccs1.Cl,CHEMBL3415805,5.6020599913279625,227.76,2.33,0.0,2015,Scientific Literature,,Patent,
C#CCN(C)CC(=C)c1ccoc1.O=C(O)C(=O)O,CHEMBL3415804,5.721246399047171,265.26,1.86,0.0,2015,Scientific Literature,,Article,Medchemcomm
C#CCN(C)CCCCCCCCOc1ccc2c(c1)OCCC2=O,CHEMBL4783426,6.374687549038326,343.47,3.94,0.0,2020,Scientific Literature,,Article,Bioorg Med Chem Lett
C#CCN(C)CCCCCCOc1ccc(C(C)=O)cc1,CHEMBL4778143,7.689944262249108,287.4,3.39,0.0,2020,Scientific Literature,,Article,Medchemcomm
C#CCN(C)CCCCCCOc1ccc(C=O)c(OC)c1,CHEMBL4784768,6.258218303856833,303.4,3.01,0.0,2020,Scientific Literature,,Article,Bioorg Med Chem Lett
C#CCN(C)CCCCCCOc1ccc2c(c1)CCC2=O,CHEMBL4794385,6.890759031411797,299.41,3.32,0.0,2020,Scientific Literature,,Article,Bioorg Med Chem Lett
C#CCN(C)CCCCCCOc1ccc2c(c1)CCCC2=O,CHEMBL4780817,6.875821944525325,313.44,3.71,0.0,2020,Scientific Literature,,Patent,
C#CCN(C)CCCCCCOc1ccc2c(c1)OCC2=O,CHEMBL4782894,7.284832642151542,301.39,2.77,0.0,2020,Scientific Literature,,Patent,
C#CCN(C)CCCCCCOc1ccc2c(c1)OCCC2=O,CHEMBL4785956,6.931814138253839,315.41,3.16,0.0,2020,Scientific Literature,,Patent,
C#CCN(C)CCCCCOc1ccc(C(C)=O)cc1OC,CHEMBL4792337,5.185752404268079,303.4,3.01,0.0,2020,Scientific Literature,,Patent,
C#CCN(C)CCCCCOc1ccc(C=O)c(OC)c1,CHEMBL4785539,5.241466577762713,289.37,2.62,0.0,2020,Scientific Literature,,Patent,
C#CCN(C)CCCCCOc1ccc2c(c1)CCC2=O,CHEMBL4799796,7.023191662661934,285.39,2.93,0.0,2020,Scientific Literature,,Patent,
C#CCN(C)CCCCCOc1ccc2c(c1)CCCC2=O,CHEMBL4798057,7.334419008982047,299.41,3.32,0.0,2020,Scientific Literature,,Patent,
C#CCN(C)CCCCCOc1ccc2c(c1)OCCC2=O,CHEMBL4790537,8.397940008672037,301.39,2.77,0.0,2020,Scientific Literature,,Article,J Med Chem
C#CCN(C)CCCCCOc1cccc(OC)c1,CHEMBL4799286,6.996281036176885,261.37,2.81,0.0,2020,Scientific Literature,,Article,J Med Chem
C#CCN(C)CCCCOc1ccc(C(C)=O)cc1,CHEMBL4776135,7.247874692702101,259.35,2.61,0.0,2020,Scientific Literature,,Article,Bioorg Med Chem
C#CCN(C)CCCCOc1ccc(C(C)=O)cc1OC,CHEMBL4781838,5.939302159646388,289.37,2.62,0.0,2020,Scientific Literature,,Article,Bioorg Med Chem
C#CCN(C)CCCCOc1ccc2c(c1)CCC2=O,CHEMBL4791284,6.436163081335455,271.36,2.54,0.0,2020,Scientific Literature,,Article,Bioorg Med Chem
C#CCN(C)CCCCOc1ccc2c(c1)CCCC2=O,CHEMBL4788141,7.139661993429006,285.39,2.93,0.0,2020,Scientific Literature,,Article,Bioorg Med Chem
C#CCN(C)CCCCOc1ccc2c(c1)OCCC2=O,CHEMBL4792756,7.229884705212898,287.36,2.38,0.0,2020,Scientific Literature,,Article,Eur J Med Chem
C#CCN(C)CCCCOc1ccc2ccc(=O)oc2c1,CHEMBL4215298,7.568636235841013,285.34,2.52,0.0,2017,Scientific Literature,,Article,Bioorg Med Chem
C#CCN(C)CCCOc1cc(C#N)c(Cl)cc1Cl,CHEMBL5428315,4.42021640338319,297.19,3.2,0.0,2023,Scientific Literature,,Article,Bioorg Med Chem
C#CCN(C)CCCOc1cc(C)c(Cl)cc1Cl,CHEMBL5429881,3.9136401693252516,286.2,3.64,0.0,2023,Scientific Literature,,Article,Bioorg Med Chem
C#CCN(C)CCCOc1cc(N)c(Cl)cc1Cl,CHEMBL5439810,1.229999999967245,287.19,2.91,0.0,2023,Scientific Literature,,Article,Eur J Med Chem
C#CCN(C)CCCOc1cc(NC(=O)c2cc[nH]n2)c(Cl)cc1Cl,CHEMBL5396960,1.229999999967245,381.26,3.3,0.0,2023,Scientific Literature,,Article,J Med Chem
C#CCN(C)CCCOc1cc(NC(C)=O)c(Cl)cc1Cl,CHEMBL5426083,3.453457336521869,329.23,3.29,0.0,2023,Scientific Literature,,Article,J Med Chem
C#CCN(C)CCCOc1cc(NC=O)c(Cl)cc1Cl,CHEMBL5434825,4.5968794788241825,315.2,2.9,0.0,2023,Scientific Literature,,Article,J Med Chem
C#CCN(C)CCCOc1cc(NS(C)(=O)=O)c(Cl)cc1Cl,CHEMBL5395648,4.157390760389438,365.28,2.7,0.0,2023,Scientific Literature,,Article,J Med Chem
C#CCN(C)CCCOc1cc(O)c(Cl)cc1Cl,CHEMBL5400787,9.040958607678906,288.17,3.03,0.0,2023,Scientific Literature,,Article,J Med Chem
C#CCN(C)CCCOc1ccc(Cl)cc1Cl,CHEMBL8706,4.446340546360296,272.18,3.33,0.0,2018,Scientific Literature,,Article,J Med Chem
C#CCN(C)CCCOc1ccc2c(c1)OCCC2=O,CHEMBL4794012,4.942562131787061,273.33,1.99,0.0,2020,Scientific Literature,,Article,J Med Chem
C#CCN(C)CCCOc1ccc2ccc(=O)oc2c1,CHEMBL4210358,5.964570261815451,271.32,2.13,0.0,2017,Scientific Literature,,Article,J Med Chem
C#CCN(C)CCCOc1cccc(NC(=O)c2ccccc2)c1,CHEMBL2426047,7.0,322.41,3.27,0.0,2013,Scientific Literature,,Article,J Med Chem
C#CCN(C)CCCc1ccc(O)c2ncccc12,CHEMBL3687960,7.0,254.33,2.44,0.0,2015,BindingDB Patent Bioactivity Data,,Article,J Med Chem
C#CCN(C)CCCc1cn(-c2cc(NC(=S)NCC)ncn2)cn1,CHEMBL4164807,5.490931954982838,357.49,1.47,0.0,2018,Scientific Literature,,Patent,
C#CCN(C)CCOc1ccc2ccc(=O)oc2c1,CHEMBL4203107,5.957424487559809,257.29,1.74,0.0,2017,Scientific Literature,,Article,Bioorg Med Chem Lett
C#CCN(C)CCc1ccc(Cc2cn(C)nn2)cc1,CHEMBL4533245,5.2839966563652006,268.36,1.51,0.0,2016,Scientific Literature,,Article,Bioorg Med Chem
C#CCN(C)CCc1ccc(O)c2ncccc12,CHEMBL3687959,7.698970004336019,240.31,2.05,0.0,2015,BindingDB Patent Bioactivity Data,,Article,Bioorg Med Chem
C#CCN(C)CCc1cn(-c2cc(NC(=S)NCC)ncn2)cn1,CHEMBL4174653,4.905354210394045,343.46,1.08,0.0,2018,Scientific Literature,,Article,Bioorg Med Chem
C#CCN(C)CCc1cn(CC)nn1,CHEMBL4529704,3.4272445348457805,192.27,0.41,0.0,2016,Scientific Literature,,Patent,
C#CCN(C)CCc1cn(CCc2ccccc2)nn1,CHEMBL4539821,3.7624562618571256,268.36,1.63,0.0,2016,Scientific Literature,,Patent,
C#CCN(C)CCc1cn(Cc2ccccc2)nn1,CHEMBL4527885,5.455931955649724,254.34,1.43,0.0,2016,Scientific Literature,,Patent,
C#CCN(C)CCc1nnn(-c2ccccc2)c1CC,CHEMBL4553398,3.670805584911549,268.36,1.94,0.0,2016,Scientific Literature,,Patent,
C#CCN(C)CCc1nnn(-c2ccccc2)c1CCC,CHEMBL4550073,3.8046539416515803,282.39,2.33,0.0,2016,Scientific Literature,,Patent,
C#CCN(C)CCc1nnn(-c2ccccc2)c1CCCC,CHEMBL4555401,3.8082696066371438,296.42,2.72,0.0,2016,Scientific Literature,,Patent,
C#CCN(C)CCc1nnn(C(C)c2ccccc2)c1C,CHEMBL4540147,3.8722474841670267,282.39,2.3,0.0,2016,Scientific Literature,,Article,Bioorg Med Chem
C#CCN(C)CCc1nnn(CC)c1C,CHEMBL4576759,3.624153563690844,206.29,0.71,0.0,2016,Scientific Literature,,Patent,
C#CCN(C)C[C@@H](O)COc1cc(N)c(Cl)cc1Cl,CHEMBL5423380,1.229999999967245,303.19,1.88,0.0,2023,Scientific Literature,,Patent,
C#CCN(C)C[C@H](O)COc1cc(N)c(Cl)cc1Cl,CHEMBL5437624,1.229999999967245,303.19,1.88,0.0,2023,Scientific Literature,,Patent,
C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccc(OC(=O)N(C)C)c5ncccc45)CC3)ccc2n1C,CHEMBL3407582,6.707079700399993,581.76,5.92,2.0,2014,Scientific Literature,,Patent,
C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccc(OC)c5ncccc45)CC3)ccc2n1C,CHEMBL3407588,5.102372908709558,524.71,5.87,2.0,2014,Scientific Literature,,Patent,
C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1,CHEMBL3407583,4.454692883534176,429.61,5.3,1.0,2014,Scientific Literature,,Patent,
C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4)CC3)ccc2n1C,CHEMBL1929421,6.569711401691485,443.64,5.31,1.0,2019,Scientific Literature,,Patent,
C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4C)CC3)ccc2n1C,CHEMBL3407581,6.7361273231347765,457.66,5.62,1.0,2014,Scientific Literature,,Patent,
C#CCN(C)Cc1cc2cc(OCCCN3CCCCC3)ccc2n1C,CHEMBL4173258,6.828763971861571,353.51,3.5,0.0,2018,Scientific Literature,,Article,Bioorg Med Chem
C#CCN(C)Cc1cc2cc(OCc3ccc(OC(=O)N(C)C)c4ncccc34)ccc2n1C,CHEMBL3407590,3.5636782998602667,456.55,4.43,0.0,2014,Scientific Literature,,Article,Eur J Med Chem
C#CCN(C)Cc1cc2cc(OCc3ccc(OC)c4ncccc34)ccc2[nH]1,CHEMBL3407589,3.7833064008302455,385.47,4.37,0.0,2014,Scientific Literature,,Article,Eur J Med Chem
C#CCN(C)Cc1ccc(Br)cc1,CHEMBL4442920,6.522878745280337,238.13,2.51,0.0,2019,Scientific Literature,,Article,Eur J Med Chem
C#CCN(C)Cc1ccc(Cc2cn(C)nn2)cc1,CHEMBL4592550,6.221848749616356,254.34,1.47,0.0,2016,Scientific Literature,,Article,Eur J Med Chem
C#CCN(C)Cc1ccc(O)c2ncccc12,CHEMBL3291021,6.325889714459354,226.28,2.01,0.0,2015,BindingDB Patent Bioactivity Data,,Article,J Med Chem
C#CCN(C)Cc1ccc(OC)c2ncccc12,CHEMBL3687958,7.522878745280337,240.31,2.31,0.0,2015,BindingDB Patent Bioactivity Data,,Patent,
C#CCN(C)Cc1ccc(OCCCCCCN2CCN(c3cccc4c3ccn4Cc3cccc(Cl)c3)CC2)cc1,CHEMBL4780366,1.229999999967245,583.22,7.17,2.0,2020,Scientific Literature,,Patent,
C#CCN(C)Cc1ccc(OCCCCCN2CCN(c3cccc4c3ccn4Cc3cccc(Cl)c3)CC2)cc1,CHEMBL4778708,7.522878745280337,569.19,6.78,2.0,2020,Scientific Literature,,Patent,
C#CCN(C)Cc1ccc(OCCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1,CHEMBL4741978,6.812479279163537,584.79,5.31,2.0,2020,Scientific Literature,,Article,Bioorg Med Chem
C#CCN(C)Cc1ccc(OCCCCN2CCN(c3cccc4c3ccn4Cc3cccc(Cl)c3)CC2)cc1,CHEMBL4786924,6.490797477668897,555.17,6.39,2.0,2020,Scientific Literature,,Article,Bioorg Med Chem
C#CCN(C)Cc1ccc(OCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1,CHEMBL4761469,1.229999999967245,570.76,4.92,1.0,2020,Scientific Literature,,Article,J Med Chem
C#CCN(C)Cc1cccc(Cc2cn(C)nn2)c1,CHEMBL4577856,4.187086643357144,254.34,1.47,0.0,2016,Scientific Literature,,Article,J Med Chem
C#CCN(C)Cc1cccc(NC(=O)CCCCCCC(=O)NO)c1,CHEMBL5171489,4.173925197299173,345.44,2.54,0.0,2021,Scientific Literature,,Article,J Med Chem
C#CCN(C)Cc1ccccc1,CHEMBL673,6.745512693694575,159.23,1.75,0.0,2022,Scientific Literature,,Article,Medchemcomm
C#CCN(C)Cc1ccnc2c(O)cccc12,CHEMBL258420,7.2441251443275085,226.28,2.01,0.0,2008,Scientific Literature,,Article,Medchemcomm
