Smiles,Molecule ChEMBL ID,pChEMBL Value,Molecular Weight,AlogP,#RO5 Violations,Document Year,Source Description,Time_hr,Source_Type,Journal
CN(Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1)Cc1ncc[nH]1,CHEMBL5595836,7.657577319177793,405.45,3.22,0.0,2024,Scientific Literature,,Article,Bioorg Med Chem
CN(Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1)Cc1nccs1,CHEMBL5574703,6.913640169325252,422.51,3.95,0.0,2024,Scientific Literature,1.0,Article,J Med Chem
CN(Cc1ccc(F)cc1)S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2,CHEMBL3950869,5.2247537402597635,348.36,1.78,0.0,2016,Scientific Literature,,Article,J Med Chem
CN(Cc1cccc(F)c1)S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2,CHEMBL3932083,5.079876673709276,348.36,1.78,0.0,2016,Scientific Literature,,Article,J Med Chem
CN(Cc1ccccc1)C(=O)c1ccc(C2CC2N)cc1,CHEMBL5928899,1.229999999967245,280.37,2.77,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Bioorg Med Chem Lett
CN(Cc1ccccc1)C(=O)c1ccc(C2CC2NCC2CC2)cc1,CHEMBL5881712,1.229999999967245,334.46,3.81,0.0,2017,BindingDB Patent Bioactivity Data,,Article,J Med Chem
CN(Cc1ccccc1)C(=O)c1ccc(OC/C(F)=C\CN)cc1,CHEMBL2029544,5.655607726314889,328.39,3.15,0.0,2012,Scientific Literature,,Article,J Med Chem
CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(C(F)F)cc(=O)oc3c2)cc1,CHEMBL5083613,6.886056647693163,435.47,5.94,1.0,2022,Scientific Literature,0.5,Article,Eur J Med Chem
CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,CHEMBL3586771,8.0,415.49,4.5,0.0,2024,Scientific Literature,0.5,Article,Eur J Med Chem
CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1.Cl,CHEMBL3586608,8.0,451.95,4.5,0.0,2015,Scientific Literature,0.5,Article,Eur J Med Chem
CN(Cc1ccccc1)Cc1ccc(COc2ccc3ccc(=O)[nH]c3c2)cc1.Cl,CHEMBL3586614,5.346787486224656,420.94,4.74,0.0,2015,Scientific Literature,,Article,Bioorg Med Chem Lett
CN(Cc1ccccc1)Cc1ccc(COc2ccc3ccc(=O)oc3c2)cc1,CHEMBL3586592,7.3872161432802645,385.46,5.0,1.0,2015,Scientific Literature,,Article,J Med Chem
CN(Cc1ccccc1)Cc1ccc(NC(=O)/C=C/c2ccc(O)cc2)cc1,CHEMBL3970226,4.5376020021010435,372.47,4.68,0.0,2016,Scientific Literature,,Article,J Med Chem
CN(Cc1ccccc1)c1ccc2nc(-c3ccc(Cl)cc3)oc2n1,CHEMBL3982296,5.29413628771608,349.82,5.18,1.0,2016,BindingDB Patent Bioactivity Data,,Article,J Med Chem
CN(Cc1ccccc1)c1ccc2nc(-c3cccc(Cl)c3)oc2n1,CHEMBL3899811,4.166215625343521,349.82,5.18,1.0,2016,BindingDB Patent Bioactivity Data,,Article,J Med Chem
CN(Cc1ccccc1)c1ccc2nc(-c3ccccc3)oc2n1,CHEMBL2418201,1.2839966563652008,315.38,4.53,0.0,2016,BindingDB Patent Bioactivity Data,,Article,J Med Chem
CN(Cc1ccccc1F)S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2,CHEMBL3923040,1.229999999967245,348.36,1.78,0.0,2016,Scientific Literature,,Article,J Med Chem
CN(Cc1ccncc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,CHEMBL5569900,7.2839966563652006,416.48,3.89,0.0,2024,Scientific Literature,,Article,J Med Chem
CN1C(=N)N(C)/C(=C/c2c[nH]c3c(Br)cccc23)C1=O,CHEMBL2058420,5.50626319772316,333.19,2.61,0.0,2012,Scientific Literature,,Article,J Med Chem
CN1C(=N)N(C)/C(=C/c2c[nH]c3cc(Br)ccc23)C1=O,CHEMBL463249,6.349692476868063,333.19,2.61,0.0,2012,Scientific Literature,,Article,J Med Chem
CN1C(=N)N(C)/C(=C/c2c[nH]c3ccc(Br)cc23)C1=O,CHEMBL1170237,5.568636235841013,333.19,2.61,0.0,2012,Scientific Literature,,,
CN1C(=N)N(C)/C(=C/c2c[nH]c3cccc(Br)c23)C1=O,CHEMBL2058419,4.291010045635661,333.19,2.61,0.0,2012,Scientific Literature,,,
CN1C(=N)N(C)/C(=C/c2c[nH]c3ccccc23)C1=O,CHEMBL404232,4.999262326225967,254.29,1.85,0.0,2012,Scientific Literature,,Article,Bioorg Med Chem Lett
CN1C(=N)N/C(=C\c2c[nH]c3c(Br)cccc23)C1=O,CHEMBL2058414,4.8456673387576945,319.16,2.27,0.0,2012,Scientific Literature,,Article,Bioorg Med Chem
CN1C(=N)N/C(=C\c2c[nH]c3cc(Br)ccc23)C1=O,CHEMBL2058413,5.42021640338319,319.16,2.27,0.0,2012,Scientific Literature,,Article,Bioorg Med Chem
CN1C(=N)N/C(=C\c2c[nH]c3ccc(Br)cc23)C1=O,CHEMBL2058412,5.366531544420414,319.16,2.27,0.0,2012,Scientific Literature,,Article,Bioorg Med Chem
CN1C(=N)N/C(=C\c2c[nH]c3cccc(Br)c23)C1=O,CHEMBL2058411,4.431798275933005,319.16,2.27,0.0,2012,Scientific Literature,,Article,Bioorg Med Chem
CN1C(=N)N/C(=C\c2c[nH]c3ccccc23)C1=O,CHEMBL2058410,4.464288246486239,240.27,1.51,0.0,2012,Scientific Literature,,Article,Bioorg Med Chem Lett
CN1C(=N)NC(=O)/C1=C\c1c[nH]c2c(Br)cccc12,CHEMBL2058409,4.464288246486239,319.16,2.27,0.0,2012,Scientific Literature,,,
CN1C(=N)NC(=O)/C1=C\c1c[nH]c2cc(Br)ccc12,CHEMBL2058408,4.447733418226486,319.16,2.27,0.0,2012,Scientific Literature,,Article,Bioorg Med Chem
CN1C(=N)NC(=O)/C1=C\c1c[nH]c2ccc(Br)cc12,CHEMBL1173331,4.610833915635467,319.16,2.27,0.0,2012,Scientific Literature,,Article,J Med Chem
CN1C(=N)NC(=O)/C1=C\c1c[nH]c2cccc(Br)c12,CHEMBL2058407,1.229999999967245,319.16,2.27,0.0,2012,Scientific Literature,,Article,J Med Chem
CN1C(=N)NC(=O)/C1=C\c1c[nH]c2ccccc12,CHEMBL1173525,4.364848132689997,240.27,1.51,0.0,2012,Scientific Literature,,Article,J Med Chem
CN1C(=O)/C(=C\c2ccc(Cl)cc2)SC1=S,CHEMBL1821748,4.437945170343621,269.78,3.17,0.0,2011,Scientific Literature,,Article,Bioorg Med Chem Lett
CN1C(=O)/C(=C\c2ccccc2)SC1=S,CHEMBL1823805,4.978397283971757,235.33,2.52,0.0,2011,Scientific Literature,,Article,Eur J Med Chem
CN1CCC(C(=O)N2CC(C#Cc3ccc4c(=O)c(-c5ccc(NS(C)(=O)=O)cc5)coc4c3)C2)CC1,CHEMBL3660746,1.229999999967245,519.62,2.98,1.0,2014,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
CN1CCC(CN[C@@H]2C[C@H]2c2ccccc2)CC1,CHEMBL3785523,4.6020599913279625,244.38,2.47,0.0,2016,Scientific Literature,,Article,Eur J Med Chem
CN1CCC(F)(CNC2CC2c2ccccc2)CC1,CHEMBL5906500,1.229999999967245,262.37,2.57,0.0,2020,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
CN1CCC(NC2CC2c2cccc(C(=O)NC3CCCC3)c2)CC1,CHEMBL5764669,1.229999999967245,341.5,2.9,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
CN1CCC(NC2CC2c2cccc(C(=O)Nc3cnn(CC4CC4)c3)c2)CC1,CHEMBL5888618,1.229999999967245,393.54,3.09,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
CN1CCC(N[C@H]2C[C@@H]2c2ccccc2)CC1,CHEMBL5957028,1.229999999967245,230.35,2.23,0.0,2016,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
CN1CCC(Oc2ccc(OCc3cccc(NC(=O)c4cc5sccc5n4C)c3)cc2)CC1,CHEMBL4090002,5.119186407719209,475.61,5.54,1.0,2017,Scientific Literature,0.5833,Article,Eur J Med Chem
CN1CCC(c2ccc(C(=O)Nc3ccc([C@@H]4C[C@H]4N)cc3)cc2)CC1.Cl,CHEMBL3781494,1.229999999967245,385.94,3.56,0.0,2016,Scientific Literature,0.5833,Article,Eur J Med Chem
CN1CCN(C(=O)CNC2CC2c2ccc(C3CC3)cc2)CC1,CHEMBL5744861,1.229999999967245,313.45,1.78,0.0,2017,BindingDB Patent Bioactivity Data,0.5833,Article,Eur J Med Chem
CN1CCN(C(=O)CNC2CC2c2ccc(OCc3ccc(OCc4ccccc4)cc3)cc2)CC1,CHEMBL5852039,1.229999999967245,485.63,4.06,0.0,2017,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
CN1CCN(C(=O)CNC2CC2c2cccc(OCC[C@H](NC(=O)c3ccccc3)C(=O)NCc3ccccc3)c2)CC1,CHEMBL3736127,1.229999999967245,583.73,2.79,1.0,2015,Scientific Literature,,Article,Eur J Med Chem
CN1CCN(C(=O)CN[C@@H]2C[C@H]2c2ccc(F)nc2)CC1,CHEMBL4851520,4.964570261815451,292.36,0.44,0.0,2020,Scientific Literature,,Patent,
CN1CCN(C(=O)CN[C@@H]2C[C@H]2c2ccc(OCc3ccccc3)cc2)CC1,CHEMBL4303296,5.555174800490252,379.5,2.49,0.0,2020,Scientific Literature,,Article,J Med Chem
CN1CCN(CCCCCCOc2ccc(/C=C3\COc4ccccc4C3=O)cc2)CC1,CHEMBL4287088,5.204815410317576,434.58,4.53,0.0,2017,Scientific Literature,,Article,J Med Chem
CN1CCN(CCCCOc2ccc(/C=C3\COc4ccccc4C3=O)cc2)CC1,CHEMBL4295009,4.785156151952302,406.53,3.75,0.0,2017,Scientific Literature,,Article,J Med Chem
CN1CCN(CCCOc2ccc(/C=C3\COc4ccccc4C3=O)cc2)CC1,CHEMBL4292421,4.6439741428068775,392.5,3.36,0.0,2017,Scientific Literature,,Article,J Med Chem
CN1CCN(c2ccc(/C=C3\Oc4cc(O)cc(O)c4C3=O)cc2)CC1,CHEMBL3787128,4.966576244513051,352.39,2.47,0.0,2016,Scientific Literature,,Article,J Med Chem
CN1CCN(c2ccc(/C=N/Nc3ccccc3)cc2)CC1,CHEMBL5267475,7.552841968657781,294.4,2.88,0.0,2020,Scientific Literature,,Patent,
CN1CCN(c2ccc(C(=O)Nc3ccc([C@@H]4C[C@H]4N)cc3)cc2)CC1.Cl.Cl,CHEMBL3781125,4.083416878296553,423.39,2.51,0.0,2016,Scientific Literature,0.3333,Article,Bioorg Med Chem
CN1CCN(c2ccc(C(=O)Nc3ccc([C@@H]4C[C@H]4N)cc3)cc2NC(=O)OCc2ccccc2)CC1.Cl.Cl,CHEMBL3781560,1.229999999967245,572.54,4.25,0.0,2016,Scientific Literature,,Article,J Med Chem
CN1CCN(c2ccc(C(=O)Nc3ccc([C@@H]4C[C@]4(N)CCc4ccccc4)cc3)cc2)CC1,CHEMBL3786578,1.229999999967245,454.62,4.51,0.0,2016,Scientific Literature,,Article,J Med Chem
CN1CCN(c2ccc(C(=O)Nc3ccc([C@H]4C[C@@H]4N)cc3)cc2)CC1.Cl.Cl,CHEMBL3781124,4.61261017366127,423.39,2.51,0.0,2016,Scientific Literature,,Article,J Med Chem
CN1CCN(c2ccc(CCc3ccc(CC(=O)NN)cc3)cc2)CC1,CHEMBL5900944,1.229999999967245,352.48,1.76,0.0,2017,BindingDB Patent Bioactivity Data,,,
CN1CCN(c2ccc(NC(=O)c3ccc(C4CC4NCC4CC4)cc3)cc2)CC1,CHEMBL6031777,1.229999999967245,404.56,3.55,0.0,2017,BindingDB Patent Bioactivity Data,1.0,Article,Eur J Med Chem
CN1CCc2c(c3ccccc3n2CCCCCCCCCn2c3c(c4ccccc42)CN(C)CC3)C1,CHEMBL3605369,5.4089353929735005,496.74,7.0,1.0,2015,Scientific Literature,,Article,Bioorg Med Chem
CN1CCc2c(c3ccccc3n2CCCCCCCCn2c3c(c4ccccc42)CN(C)CC3)C1,CHEMBL3605368,6.161150909262744,482.72,6.61,1.0,2015,Scientific Literature,,Article,Bioorg Med Chem
CN1CCc2c(c3ccccc3n2CCCCCCCn2c3c(c4ccccc42)CN(C)CC3)C1,CHEMBL3605367,6.187086643357144,468.69,6.22,1.0,2015,Scientific Literature,,Article,Bioorg Med Chem
CN1CCc2c(c3ccccc3n2CCCCCCn2c3c(c4ccccc42)CN(C)CC3)C1,CHEMBL3605366,6.494850021680094,454.66,5.83,1.0,2015,Scientific Literature,,Article,Bioorg Med Chem
CN1CCc2c(n(CCCCCCCCCn3c4c(c5ccccc53)CCN(C)C4)c3ccccc23)C1,CHEMBL1087459,1.229999999967245,496.74,7.0,1.0,2015,Scientific Literature,,Article,Bioorg Med Chem
CN1Cc2c(ccc3c2OCO3)[C@@]2(C)[C@@H](O)Cc3cc4c(cc3[C@@H]12)OCO4,CHEMBL4126384,1.229999999967245,367.4,2.51,0.0,2018,Scientific Literature,,Article,Bioorg Med Chem
CN1N=C(c2ccc(/N=C/c3cccc(Cl)c3)cc2)OCC1=O,CHEMBL4068808,5.691862621361961,327.77,3.24,0.0,2017,Scientific Literature,,Article,Bioorg Med Chem
CN1N=C(c2ccc(O)cc2)CC1c1ccc(Cl)cc1,CHEMBL2417775,5.578396073130169,286.76,3.83,0.0,2013,Scientific Literature,,Article,Bioorg Med Chem
CN1N=C(c2ccc(O)cc2)CC1c1ccc(F)cc1,CHEMBL2417769,5.437707135543525,270.31,3.31,0.0,2013,Scientific Literature,,Article,J Med Chem
CN1N=C(c2ccc(O)cc2)CC1c1cccc(Cl)c1,CHEMBL2417774,5.684029654543083,286.76,3.83,0.0,2013,Scientific Literature,,Article,Bioorg Med Chem
CN1N=C(c2ccc(O)cc2)CC1c1cccc(F)c1,CHEMBL2417768,5.498940737782249,270.31,3.31,0.0,2013,Scientific Literature,,Article,Bioorg Med Chem
CN1N=C(c2ccc(O)cc2)CC1c1ccccc1,CHEMBL2417766,4.5718652059712115,252.32,3.17,0.0,2013,Scientific Literature,0.25,Article,Eur J Med Chem
CN1N=C(c2ccc(O)cc2)CC1c1ccccc1Cl,CHEMBL2417773,4.981299501333757,286.76,3.83,0.0,2013,Scientific Literature,0.25,Article,Eur J Med Chem
CN1N=C(c2ccc(O)cc2)CC1c1ccccc1F,CHEMBL2417767,5.517126416391246,270.31,3.31,0.0,2013,Scientific Literature,0.25,Article,Eur J Med Chem
CN1N=C(c2ccc(O)cc2O)CC1c1ccc(Cl)cc1,CHEMBL2417755,6.468521082957745,302.76,3.53,0.0,2013,Scientific Literature,,Article,Medchemcomm
CN1N=C(c2ccc(O)cc2O)CC1c1ccc(F)cc1,CHEMBL2417749,6.309803919971486,286.31,3.02,0.0,2013,Scientific Literature,0.25,Article,Eur J Med Chem
CN1N=C(c2ccc(O)cc2O)CC1c1cccc(Cl)c1,CHEMBL2417754,6.7447274948966935,302.76,3.53,0.0,2013,Scientific Literature,,Patent,
CN1N=C(c2ccc(O)cc2O)CC1c1ccccc1Cl,CHEMBL2417753,6.522878745280337,302.76,3.53,0.0,2013,Scientific Literature,,Patent,
CN1N=C(c2ccc(O)cc2O)CC1c1ccccc1F,CHEMBL2417747,5.412289034981089,286.31,3.02,0.0,2013,Scientific Literature,,Article,Medchemcomm
CN1N=C(c2ccccc2)CC1c1ccc(Cl)cc1,CHEMBL2417765,5.403402904373539,270.76,4.12,0.0,2013,Scientific Literature,,Patent,
CN1N=C(c2ccccc2)CC1c1ccc(F)cc1,CHEMBL2417759,6.853871964321762,254.31,3.61,0.0,2013,Scientific Literature,0.5833,Article,RSC Med Chem
CN1N=C(c2ccccc2)CC1c1cccc(Cl)c1,CHEMBL2417764,6.075720713938118,270.76,4.12,0.0,2013,Scientific Literature,,Patent,
CN1N=C(c2ccccc2)CC1c1cccc(F)c1,CHEMBL2417758,7.221848749616356,254.31,3.61,0.0,2013,Scientific Literature,,Article,Eur J Med Chem
CN1N=C(c2ccccc2)CC1c1ccccc1,CHEMBL2417756,6.920818753952375,236.32,3.47,0.0,2013,Scientific Literature,,Article,Eur J Med Chem
CN1N=C(c2ccccc2)CC1c1ccccc1Cl,CHEMBL2417763,5.437707135543525,270.76,4.12,0.0,2013,Scientific Literature,,Article,Eur J Med Chem
CN1N=C(c2ccccc2)CC1c1ccccc1F,CHEMBL2417757,6.552841968657781,254.31,3.61,0.0,2013,Scientific Literature,,Article,Eur J Med Chem
CN1c2c(nn(-c3ccc(/C=N/NC(=S)NCN4CCOCC4)cc3)c2-c2ccccc2)-c2ccccc2S1(=O)=O,CHEMBL4172754,5.52432881167557,587.73,3.43,1.0,2017,Scientific Literature,,Article,Medchemcomm
CN1c2c(nn(-c3ccc(/C=N/NC(=S)NCc4ccccc4)cc3)c2-c2ccccc2)-c2ccccc2S1(=O)=O,CHEMBL4160257,6.1938200260161125,578.72,5.34,2.0,2017,Scientific Literature,,Article,Eur J Med Chem
CN1c2c(nn(-c3ccc(/C=N/NC(=S)Nc4ccc(Cl)cc4)cc3)c2-c2ccccc2)-c2ccccc2S1(=O)=O,CHEMBL4174974,5.485452247339714,599.14,6.32,2.0,2017,Scientific Literature,,Article,J Med Chem
CN1c2c(nn(-c3ccc(/C=N/NC(=S)Nc4ccc(F)cc4)cc3)c2-c2ccccc2)-c2ccccc2S1(=O)=O,CHEMBL4174656,5.1555228242543185,582.69,5.8,2.0,2017,Scientific Literature,,Article,Bioorg Med Chem
CN1c2c(nn(-c3ccc(/C=N/NC(=S)Nc4cccc(Cl)c4)cc3)c2-c2ccccc2)-c2ccccc2S1(=O)=O,CHEMBL4164321,4.679853713888946,599.14,6.32,2.0,2017,Scientific Literature,,Article,Bioorg Med Chem
CN1c2c(nn(-c3ccc(/C=N/NC(=S)Nc4cccc(F)c4)cc3)c2-c2ccccc2)-c2ccccc2S1(=O)=O,CHEMBL4166659,5.7544873321858505,582.69,5.8,2.0,2017,Scientific Literature,,Article,Bioorg Med Chem
CN1c2c(nn(-c3ccc(/C=N/NC(=S)Nc4ccccc4)cc3)c2-c2ccccc2)-c2ccccc2S1(=O)=O,CHEMBL4171534,5.603800652904264,564.7,5.67,2.0,2017,Scientific Literature,,Article,Bioorg Med Chem
CN1c2c(nn(-c3ccc(/C=N/NC(=S)Nc4ccccc4Cl)cc3)c2-c2ccccc2)-c2ccccc2S1(=O)=O,CHEMBL4159846,6.167491087293763,599.14,6.32,2.0,2017,Scientific Literature,,Article,Bioorg Med Chem
CN1c2c(nn(-c3ccc(/C=N/NC(N)=S)cc3)c2-c2ccccc2)-c2ccccc2S1(=O)=O,CHEMBL4164511,5.621602099051862,488.6,3.51,0.0,2017,Scientific Literature,,Article,Bioorg Med Chem
CNC(=O)Oc1ccc2c(c1)c1c(n2C)/C(=N\CCc2ccccc2)CC1,CHEMBL160219,1.229999999967245,361.45,3.87,0.0,1996,Scientific Literature,0.3333,Article,Bioorg Med Chem
CNC(=O)c1ccc(OC/C(=C/F)CN)cc1,CHEMBL3949163,1.229999999967245,238.26,1.24,0.0,2016,BindingDB Patent Bioactivity Data,1.333,Article,Eur J Med Chem
CNC(=O)c1ccc2c(n1)c(-c1cccc(S(=O)(=O)N(C)C)c1)c(C)n2C/C(F)=C/CN,CHEMBL5778772,1.229999999967245,459.55,2.43,0.0,2021,BindingDB Patent Bioactivity Data,,Article,J Med Chem
CNC(=S)N1CC(C)C(c2ccc(Cl)cc2)=N1,CHEMBL1253357,4.4582959767157115,267.79,2.5,0.0,2010,Scientific Literature,,Article,J Med Chem
CNC(=S)N1CC(C)C(c2ccc(OC)cc2)=N1,CHEMBL1253333,4.30592153791924,263.37,1.86,0.0,2010,Scientific Literature,,Article,J Med Chem
CNC(=S)N1CCC(c2ccc(C)cc2)=N1,CHEMBL1253303,4.775466937393914,233.34,1.91,0.0,2010,Scientific Literature,,Article,J Med Chem
CNC(=S)N1CCC(c2ccc(F)cc2)=N1,CHEMBL1253264,4.292855811657555,237.3,1.74,0.0,2010,Scientific Literature,0.3333,Article,Bioorg Med Chem
CNC(=S)N1CCC(c2ccc(OC)cc2)=N1,CHEMBL1253302,4.863279432843593,249.34,1.61,0.0,2010,Scientific Literature,,Article,Bioorg Med Chem
CNC(=S)N1CCC(c2cccc(C)c2)=N1,CHEMBL1253281,4.2726214305485115,233.34,1.91,0.0,2010,Scientific Literature,,Article,Eur J Med Chem
CNC(=S)N1CCC(c2cccc(OC)c2)=N1,CHEMBL1253283,4.146910470148135,249.34,1.61,0.0,2010,Scientific Literature,,Article,Eur J Med Chem
CNC1CCC(F)(CNC2CC2c2ccccc2)CC1,CHEMBL5898073,1.229999999967245,276.4,3.0,0.0,2020,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
CNC1CCC(N[C@H]2C[C@@H]2c2ccccc2)CC1,CHEMBL4114538,3.514175846358336,244.38,2.66,0.0,2016,BindingDB Patent Bioactivity Data,,Article,Eur J Med Chem
CNC1CN(c2nc3ccccc3c3c2ccn3Cc2cccc(Cl)c2)C1.Cl,CHEMBL5419792,8.219970872662662,413.35,4.3,0.0,2023,Scientific Literature,,Article,Eur J Med Chem
CNCCCN(C)Cc1coc2cc(-c3ccc(C)cc3)c(-c3ccc(C#N)cc3)cc12,CHEMBL4856172,1.229999999967245,423.56,5.99,1.0,2021,Scientific Literature,0.4167,Article,Eur J Med Chem
CNCc1cc(=O)oc2c(O)c(O)ccc12,CHEMBL5189120,4.906578314837765,221.21,0.92,0.0,2022,Scientific Literature,,Article,J Med Chem
CNS(=O)(=O)c1ccc(OC/C(=C/F)CN)cc1,CHEMBL3968816,1.229999999967245,274.32,0.79,0.0,2016,BindingDB Patent Bioactivity Data,,Article,J Med Chem
CNS(=O)(=O)c1ccc(OC/C(=C\F)CN)cc1,CHEMBL3930287,1.229999999967245,274.32,0.79,0.0,2016,BindingDB Patent Bioactivity Data,,Article,J Med Chem
CNS(=O)(=O)c1cccc(-c2c(C)n(C/C(F)=C/CN)c3ccc(C(=O)O)cc23)c1,CHEMBL5780837,1.229999999967245,431.49,3.04,0.0,2021,BindingDB Patent Bioactivity Data,,Article,J Med Chem
CNS(=O)(=O)c1cncc(-c2c(C)n(C/C(F)=C/CN)c3ccc(Cl)cc23)c1,CHEMBL5957236,1.229999999967245,422.91,3.39,0.0,2020,BindingDB Patent Bioactivity Data,0.4167,Article,Eur J Med Chem
CNc1ccc2nc(-c3ccc(Cl)cc3)oc2n1,CHEMBL3925023,5.519993057042849,259.7,3.58,0.0,2016,BindingDB Patent Bioactivity Data,,Article,Bioorg Med Chem
CNc1ccc2nc(-c3cccc(Cl)c3)oc2n1,CHEMBL3983249,5.52432881167557,259.7,3.58,0.0,2016,BindingDB Patent Bioactivity Data,,Article,Bioorg Med Chem
CNc1ccc2nc(-c3cccc(F)c3)oc2n1,CHEMBL3954605,5.006123085058789,243.24,3.07,0.0,2016,BindingDB Patent Bioactivity Data,0.5833,Article,ACS Med Chem Lett
CNc1ccc2nc(-c3ccccc3)sc2n1,CHEMBL3908858,4.804100347590766,241.32,3.4,0.0,2016,BindingDB Patent Bioactivity Data,,Patent,
CNc1nnc(CCc2c[nH]c3ccc(OC)cc23)o1,CHEMBL4794879,4.431798275933005,272.31,2.39,0.0,2020,Scientific Literature,,Article,Eur J Med Chem
COC(=O)C(C)c1ccc(-c2ccc(C(=O)/C=C/c3ccc(CN(C)C)c(O)c3)cc2)c(F)c1,CHEMBL5271643,6.366531544420414,461.53,5.43,1.0,2020,Scientific Literature,,Article,J Med Chem
COC(=O)C(C)c1ccc(-c2ccc(C(=O)/C=C/c3ccc(CN4CCCC4)c(O)c3)cc2)c(F)c1,CHEMBL5270203,6.366531544420414,487.57,5.97,1.0,2020,Scientific Literature,,Article,J Med Chem
COC(=O)C(C)c1ccc(-c2ccc(C(=O)/C=C/c3ccc(CN4CCCCC4)c(O)c3)cc2)c(F)c1,CHEMBL5285157,6.366531544420414,501.6,6.36,2.0,2020,Scientific Literature,0.5,Article,Eur J Med Chem
COC(=O)C(C)c1ccc(-c2ccc(C(=O)/C=C/c3ccc(CN4CCN(C)CC4)c(O)c3)cc2)c(F)c1,CHEMBL5285101,6.366531544420414,516.61,5.12,2.0,2020,Scientific Literature,,Article,Medchemcomm
COC(=O)C(C)c1ccc(-c2ccc(C(=O)/C=C/c3ccc(CN4CCOCC4)c(O)c3)cc2)c(F)c1,CHEMBL5276745,6.366531544420414,503.57,5.2,2.0,2020,Scientific Literature,,Article,Medchemcomm
COC(=O)C(C)c1ccc(-c2ccc(NCc3cc(N(C)C)ccc3O)cc2)c(F)c1,CHEMBL4647293,4.987162775294828,422.5,5.15,1.0,2020,Scientific Literature,,Article,Medchemcomm
COC(=O)C(C)c1ccc(-c2ccc(NCc3cc(NC(C)=O)ccc3O)cc2)c(F)c1,CHEMBL4643921,4.787812395596042,436.48,5.05,1.0,2020,Scientific Literature,0.25,Article,Eur J Med Chem
COC(=O)C(C)c1ccc(-c2ccc(NCc3ccccn3)cc2)c(F)c1,CHEMBL4648532,4.779891911959945,364.42,4.78,0.0,2020,Scientific Literature,0.25,Article,Eur J Med Chem
COC(=O)C(C)c1ccc(-c2ccc(NCc3nc(C)c(C)nc3C)cc2)c(F)c1,CHEMBL4636637,4.82102305270683,407.49,5.1,1.0,2020,Scientific Literature,,Article,Bioorg Med Chem Lett
COC(=O)C1=CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@H]1C1=CCOC1=O,CHEMBL5275930,4.468521082957745,364.4,2.63,0.0,2021,Scientific Literature,,Article,Bioorg Med Chem Lett
COC(=O)CCN1CCC(F)(CNC2CC2c2ccccc2)CC1,CHEMBL5904655,1.229999999967245,334.44,2.5,0.0,2020,BindingDB Patent Bioactivity Data,,Article,Bioorg Med Chem Lett
COC(=O)C[C@H](Cc1ccc(OCc2cccc(Cl)c2)cc1)N(C)CC(=O)O,CHEMBL4239020,5.8996294548824375,405.88,3.41,0.0,2018,Scientific Literature,,Article,Bioorg Med Chem Lett
COC(=O)C[C@H](Cc1ccc(OCc2ccccc2)cc1)N(C)CC(=O)O,CHEMBL4239451,5.100836358522781,371.43,2.76,0.0,2018,Scientific Literature,1.5,Article,Eur J Med Chem
COC(=O)N(C[C@H]1CN(c2ccc(N3CCN(C(C)=O)CC3)c(F)c2)C(=O)O1)C(C)=O,CHEMBL3741610,3.8151099178002776,436.44,1.43,0.0,2015,Scientific Literature,1.5,Article,Eur J Med Chem
COC(=O)c1c(OCc2ccc(S(N)(=O)=O)cc2)ccc2c(C)cc(=O)oc12,CHEMBL5565616,5.643400564275029,403.41,2.11,0.0,2024,Scientific Literature,1.5,Article,Eur J Med Chem
COC(=O)c1cc(NC(=S)Nc2ccc3[nH]ccc3c2)ccc1O,CHEMBL4209868,4.508638306165727,341.39,3.47,0.0,2017,Scientific Literature,1.5,Article,Eur J Med Chem
COC(=O)c1cc2cc(-c3ccc(OC)cc3)n(OC)c2cc1C(=O)OC,CHEMBL3797703,1.229999999967245,369.37,2.95,0.0,2016,Scientific Literature,1.5,Article,Eur J Med Chem
COC(=O)c1cc2cc(OC/C=C(\C)CCC=C(C)C)ccc2oc1=O,CHEMBL3121864,6.488116639021126,356.42,4.65,0.0,2014,Scientific Literature,1.5,Article,Eur J Med Chem
COC(=O)c1cc2cc(OCCc3ccc(Cl)cc3)ccc2oc1=O,CHEMBL3121796,6.920818753952375,358.78,3.85,0.0,2014,Scientific Literature,1.5,Article,Eur J Med Chem
